1.440,1.156,-0.956,-1.720
1.460,1.125,-0.992,-1.730
1.480,1.093,-1.027,-1.740
1.500,1.061,-1.061,-1.750
1.520,1.027,-1.093,-1.760
1.540,0.992,-1.125,-1.770
1.560,0.956,-1.156,-1.780
1.580,0.919,-1.185,-1.790
1.600,0.882,-1.214,-1.800
1.620,0.843,-1.241,-1.810
1.640,0.804,-1.266,-1.820
1.660,0.764,-1.291,-1.830
1.680,0.723,-1.314,-1.840
1.700,0.681,-1.337,-1.850
1.720,0.639,-1.357,-1.860
1.740,0.596,-1.377,-1.870
1.760,0.552,-1.395,-1.880
1.780,0.508,-1.411,-1.890
1.800,0.464,-1.427,-1.900
1.820,0.418,-1.440,-1.910
1.840,0.373,-1.453,-1.920
1.860,0.327,-1.464,-1.930
1.880,0.281,-1.473,-1.940
1.900,0.235,-1.482,-1.950
1.920,0.188,-1.488,-1.960
1.940,0.141,-1.493,-1.970
1.960,0.094,-1.497,-1.980
1.980,0.047,-1.499,-1.990
2.000,-0.000,-1.500,-2.000
2.020,-0.047,-1.499,-2.010
2.040,-0.094,-1.497,-2.020
2.060,-0.141,-1.493,-2.030
2.080,-0.188,-1.488,-2.040
2.100,-0.235,-1.482,-2.050
2.120,-0.281,-1.473,-2.060
2.140,-0.327,-1.464,-2.070
2.160,-0.373,-1.453,-2.080
2.180,-0.418,-1.440,-2.090
2.200,-0.464,-1.427,-2.100
2.220,-0.508,-1.411,-2.110
2.240,-0.552,-1.395,-2.120
2.260,-0.596,-1.377,-2.130
2.280,-0.639,-1.357,-2.140
2.300,-0.681,-1.337,-2.150
2.320,-0.723,-1.314,-2.160
2.340,-0.764,-1.291,-2.170
2.360,-0.804,-1.266,-2.180
2.380,-0.843,-1.241,-2.190
2.400,-0.882,-1.214,-2.200
2.420,-0.919,-1.185,-2.210
2.440,-0.956,-1.156,-2.220
2.460,-0.992,-1.125,-2.230
2.480,-1.027,-1.093,-2.240
2.500,-1.061,-1.061,-2.250
2.520,-1.093,-1.027,-2.260
2.540,-1.125,-0.992,-2.270
2.560,-1.156,-0.956,-2.280
2.580,-1.185,-0.919,-2.290
2.600,-1.214,-0.882,-2.300
2.620,-1.241,-0.843,-2.310
2.640,-1.266,-0.804,-2.320
2.660,-1.291,-0.764,-2.330
2.680,-1.314,-0.723,-2.340
2.700,-1.337,-0.681,-2.350
2.720,-1.357,-0.639,-2.360
2.740,-1.377,-0.596,-2.370
2.760,-1.395,-0.552,-2.380
2.780,-1.411,-0.508,-2.390
2.800,-1.427,-0.464,-2.400
2.820,-1.440,-0.418,-2.410
2.840,-1.453,-0.373,-2.420
2.860,-1.464,-0.327,-2.430
2.880,-1.473,-0.281,-2.440
2.900,-1.482,-0.235,-2.450
2.920,-1.488,-0.188,-2.460
2.940,-1.493,-0.141,-2.470
2.960,-1.497,-0.094,-2.480
2.980,-1.499,-0.047,-2.490
3.000,-1.500,0.000,-2.500
3.020,-1.499,0.047,-2.510
3.040,-1.497,0.094,-2.520
3.060,-1.493,0.141,-2.530
3.080,-1.488,0.188,-2.540
3.100,-1.482,0.235,-2.550
3.120,-1.473,0.281,-2.560
3.140,-1.464,0.327,-2.570
3.160,-1.453,0.373,-2.580
3.180,-1.440,0.418,-2.590
3.200,-1.427,0.464,-2.600
3.220,-1.411,0.508,-2.610
3.240,-1.395,0.552,-2.620
3.260,-1.377,0.596,-2.630
3.280,-1.357,0.639,-2.640
3.300,-1.337,0.681,-2.650
3.320,-1.314,0.723,-2.660
3.340,-1.291,0.764,-2.670
3.360,-1.266,0.804,-2.680
3.380,-1.241,0.843,-2.690
3.400,-1.214,0.882,-2.700
3.420,-1.185,0.919,-2.710
3.440,-1.156,0.956,-2.720
3.460,-1.125,0.992,-2.730
3.480,-1.093,1.027,-2.740
3.500,-1.061,1.061,-2.750
3.520,-1.027,1.093,-2.760
3.540,-0.992,1.125,-2.770
3.560,-0.956,1.156,-2.780
3.580,-0.919,1.185,-2.790
3.600,-0.882,1.214,-2.800
3.620,-0.843,1.241,-2.810
3.640,-0.804,1.266,-2.820
3.660,-0.764,1.291,-2.830
3.680,-0.723,1.314,-2.840
3.700,-0.681,1.337,-2.850
3.720,-0.639,1.357,-2.860
3.740,-0.596,1.377,-2.870
3.760,-0.552,1.395,-2.880
3.780,-0.508,1.411,-2.890
3.800,-0.464,1.427,-2.900
3.820,-0.418,1.440,-2.910
3.840,-0.373,1.453,-2.920
3.860,-0.327,1.464,-2.930
3.880,-0.281,1.473,-2.940
3.900,-0.235,1.482,-2.950
3.920,-0.188,1.488,-2.960
3.940,-0.141,1.493,-2.970
3.960,-0.094,1.497,-2.980
3.980,-0.047,1.499,-2.990
4.000,0.000,1.500,-3.000
4.020,0.047,1.499,-2.990
4.040,0.094,1.497,-2.980
4.060,0.141,1.493,-2.970
4.080,0.188,1.488,-2.960
4.100,0.235,1.482,-2.950
4.120,0.281,1.473,-2.940
4.140,0.327,1.464,-2.930
4.160,0.373,1.453,-2.920
4.180,0.418,1.440,-2.910
4.200,0.464,1.427,-2.900
4.220,0.508,1.411,-2.890
4.240,0.552,1.395,-2.880
4.260,0.596,1.377,-2.870
4.280,0.639,1.357,-2.860
4.300,0.681,1.337,-2.850
4.320,0.723,1.314,-2.840
4.340,0.764,1.291,-2.830
4.360,0.804,1.266,-2.820
4.380,0.843,1.241,-2.810
4.400,0.882,1.214,-2.800
4.420,0.919,1.185,-2.790
4.440,0.956,1.156,-2.780
4.460,0.992,1.125,-2.770
4.480,1.027,1.093,-2.760
4.500,1.061,1.061,-2.750
4.520,1.093,1.027,-2.740
4.540,1.125,0.992,-2.730
4.560,1.156,0.956,-2.720
4.580,1.185,0.919,-2.710
4.600,1.214,0.882,-2.700
4.620,1.241,0.843,-2.690
4.640,1.266,0.804,-2.680
4.660,1.291,0.764,-2.670
4.680,1.314,0.723,-2.660
4.700,1.337,0.681,-2.650
4.720,1.357,0.639,-2.640
4.740,1.377,0.596,-2.630
4.760,1.395,0.552,-2.620
4.780,1.411,0.508,-2.610
4.800,1.427,0.464,-2.600
4.820,1.440,0.418,-2.590
4.840,1.453,0.373,-2.580
4.860,1.464,0.327,-2.570
4.880,1.473,0.281,-2.560
4.900,1.482,0.235,-2.550
4.920,1.488,0.188,-2.540
4.940,1.493,0.141,-2.530
4.960,1.497,0.094,-2.520
4.980,1.499,0.047,-2.510
5.000,1.500,0.000,-2.500
5.020,1.499,-0.047,-2.490
5.040,1.497,-0.094,-2.480
5.060,1.493,-0.141,-2.470
5.080,1.488,-0.188,-2.460
5.100,1.482,-0.235,-2.450
5.120,1.473,-0.281,-2.440
5.140,1.464,-0.327,-2.430
5.160,1.453,-0.373,-2.420
5.180,1.440,-0.418,-2.410
5.200,1.427,-0.464,-2.400
5.220,1.411,-0.508,-2.390
5.240,1.395,-0.552,-2.380
5.260,1.377,-0.596,-2.370
5.280,1.357,-0.639,-2.360
5.300,1.337,-0.681,-2.350
5.320,1.314,-0.723,-2.340
5.340,1.291,-0.764,-2.330
5.360,1.266,-0.804,-2.320
5.380,1.241,-0.843,-2.310
5.400,1.214,-0.882,-2.300
5.420,1.185,-0.919,-2.290
5.440,1.156,-0.956,-2.280
5.460,1.125,-0.992,-2.270
5.480,1.093,-1.027,-2.260
5.500,1.061,-1.061,-2.250
5.520,1.027,-1.093,-2.240
5.540,0.992,-1.125,-2.230
5.560,0.956,-1.156,-2.220
5.580,0.919,-1.185,-2.210
5.600,0.882,-1.214,-2.200
5.620,0.843,-1.241,-2.190
5.640,0.804,-1.266,-2.180
5.660,0.764,-1.291,-2.170
5.680,0.723,-1.314,-2.160
5.700,0.681,-1.337,-2.150
5.720,0.639,-1.357,-2.140
5.740,0.596,-1.377,-2.130
5.760,0.552,-1.395,-2.120
5.780,0.508,-1.411,-2.110
5.800,0.464,-1.427,-2.100
5.820,0.418,-1.440,-2.090
5.840,0.373,-1.453,-2.080
5.860,0.327,-1.464,-2.070
5.880,0.281,-1.473,-2.060
5.900,0.235,-1.482,-2.050
5.920,0.188,-1.488,-2.040
5.940,0.141,-1.493,-2.030
5.960,0.094,-1.497,-2.020
5.980,0.047,-1.499,-2.010
6.000,0.000,-1.500,-2.000
6.020,-0.047,-1.499,-1.990
6.040,-0.094,-1.497,-1.980
6.060,-0.141,-1.493,-1.970
6.080,-0.188,-1.488,-1.960
6.100,-0.235,-1.482,-1.950
6.120,-0.281,-1.473,-1.940
6.140,-0.327,-1.464,-1.930
6.160,-0.373,-1.453,-1.920
6.180,-0.418,-1.440,-1.910
6.200,-0.464,-1.427,-1.900
6.220,-0.508,-1.411,-1.890
6.240,-0.552,-1.395,-1.880
6.260,-0.596,-1.377,-1.870
6.280,-0.639,-1.357,-1.860
6.300,-0.681,-1.337,-1.850
6.320,-0.723,-1.314,-1.840
6.340,-0.764,-1.291,-1.830
6.360,-0.804,-1.266,-1.820
6.380,-0.843,-1.241,-1.810
6.400,-0.882,-1.214,-1.800
6.420,-0.919,-1.185,-1.790
6.440,-0.956,-1.156,-1.780
6.460,-0.992,-1.125,-1.770
6.480,-1.027,-1.093,-1.760
6.500,-1.061,-1.061,-1.750
6.520,-1.093,-1.027,-1.740
6.540,-1.125,-0.992,-1.730
6.560,-1.156,-0.956,-1.720
6.580,-1.185,-0.919,-1.710
6.600,-1.214,-0.882,-1.700
6.620,-1.241,-0.843,-1.690
6.640,-1.266,-0.804,-1.680
6.660,-1.291,-0.764,-1.670
6.680,-1.314,-0.723,-1.660
6.700,-1.337,-0.681,-1.650
6.720,-1.357,-0.639,-1.640
6.740,-1.377,-0.596,-1.630
6.760,-1.395,-0.552,-1.620
6.780,-1.411,-0.508,-1.610
6.800,-1.427,-0.464,-1.600
6.820,-1.440,-0.418,-1.590
6.840,-1.453,-0.373,-1.580
6.860,-1.464,-0.327,-1.570
6.880,-1.473,-0.281,-1.560
6.900,-1.482,-0.235,-1.550
6.920,-1.488,-0.188,-1.540
6.940,-1.493,-0.141,-1.530
6.960,-1.497,-0.094,-1.520
6.980,-1.499,-0.047,-1.510
7.000,-1.500,-0.000,-1.500
7.020,-1.499,0.047,-1.490
7.040,-1.497,0.094,-1.480
7.060,-1.493,0.141,-1.470
7.080,-1.488,0.188,-1.460
7.100,-1.482,0.235,-1.450
7.120,-1.473,0.281,-1.440
7.140,-1.464,0.327,-1.430
7.160,-1.453,0.373,-1.420
7.180,-1.440,0.418,-1.410
7.200,-1.427,0.464,-1.400
7.220,-1.411,0.508,-1.390
7.240,-1.395,0.552,-1.380
7.260,-1.377,0.596,-1.370
7.280,-1.357,0.639,-1.360
7.300,-1.337,0.681,-1.350
7.320,-1.314,0.723,-1.340
7.340,-1.291,0.764,-1.330
7.360,-1.266,0.804,-1.320
7.380,-1.241,0.843,-1.310
7.400,-1.214,0.882,-1.300
7.420,-1.185,0.919,-1.290
7.440,-1.156,0.956,-1.280
7.460,-1.125,0.992,-1.270
7.480,-1.093,1.027,-1.260
7.500,-1.061,1.061,-1.250
7.520,-1.027,1.093,-1.240
7.540,-0.992,1.125,-1.230
7.560,-0.956,1.156,-1.220
7.580,-0.919,1.185,-1.210
7.600,-0.882,1.214,-1.200
7.620,-0.843,1.241,-1.190
7.640,-0.804,1.266,-1.180
7.660,-0.764,1.291,-1.170
7.680,-0.723,1.314,-1.160
7.700,-0.681,1.337,-1.150
7.720,-0.639,1.357,-1.140
7.740,-0.596,1.377,-1.130
7.760,-0.552,1.395,-1.120
7.780,-0.508,1.411,-1.110
7.800,-0.464,1.427,-1.100
7.820,-0.418,1.440,-1.090
7.840,-0.373,1.453,-1.080
7.860,-0.327,1.464,-1.070
7.880,-0.281,1.473,-1.060
7.900,-0.235,1.482,-1.050
7.920,-0.188,1.488,-1.040
7.940,-0.141,1.493,-1.030
7.960,-0.094,1.497,-1.020
7.980,-0.047,1.499,-1.010
8.000,-0.000,1.500,-1.000
